ID,Listing Confirmation Method,Deposit Amount,Monthly Rent,Exclusive Area,Unit Floor,Total Floors,Direction,Number of Rooms,Number of Bathrooms,Parking Availability,Total Parking Spaces,Maintenance Fee,Real Estate Agency,Brokerage Platform,Listing Year,Listing Month,Listing Day,Listing Weekday,Days Since Listed,False Listing
TRAIN_1260,On-site Confirmation,32500000,460000,19.08,2,7,East,1,1,Available,6,0,G52Iz8V2B9,Platform C,2024,9,19,Thursday,296,Real Listing
TRAIN_1261,On-site Confirmation,116500000,480000,25.29,6,19,East,2,2,Available,47,0,G52Iz8V2B9,Platform A,2024,2,5,Monday,523,Real Listing
TRAIN_1262,서류확인,108500000,220000,,4,5,East,2,1,Available,5,6,S30er7F3P4,Platform E,2024,10,29,Tuesday,256,Real Listing
TRAIN_1263,On-site Confirmation,19000000,630000,46.41,4,6,East,2,1,Available,10,0,b03oE4G3F6,Platform A,2024,10,13,Sunday,272,Real Listing
TRAIN_1264,On-site Confirmation,105000000,160000,17.5,12,20,East,1,1,Available,4,0,G52Iz8V2B9,Platform A,2024,8,30,Friday,316,Real Listing
TRAIN_1265,서류확인,14000000,70000,29.98,7,8,South,2,1,Available,,1,W61Ep0B6G8,Platform B,2024,12,6,Friday,218,Real Listing
TRAIN_1266,On-site Confirmation,10500000,610000,19.83,2,3,East,1,1,Not Available,,0,S14na8Q8K2,Platform A,2024,9,20,Friday,295,Real Listing
TRAIN_1267,On-site Confirmation,181500000,350000,26.44,2,3,East,2,1,Not Available,,3,a15xR3G4V0,Platform A,2024,9,16,Monday,299,Real Listing
TRAIN_1268,On-site Confirmation,23000000,430000,,,16,Southeast,1,1,Available,34,16,G56AC9J0D6,Platform A,2024,11,23,Saturday,231,Real Listing
TRAIN_1269,On-site Confirmation,190500000,330000,,2,3,North,2,1,Not Available,2,1,O42Rj2E3H5,Platform C,2023,11,21,Tuesday,599,Real Listing
TRAIN_1270,On-site Confirmation,78500000,50000,,2,3,West,2,1,Not Available,,3,A72Mx9C8U2,Platform B,2023,6,21,Wednesday,752,Fake Listing
TRAIN_1271,Phone Confirmation,110000000,60000,35.98,17,21,South,1,1,Not Available,10,8,G52Iz8V2B9,Platform A,2024,3,11,Monday,488,Real Listing
TRAIN_1272,On-site Confirmation,142500000,120000,34.29,2,5,남서향,1,1,Not Available,45,0,G52Iz8V2B9,Platform B,2023,12,24,Sunday,566,Real Listing
TRAIN_1273,서류확인,18000000,500000,,2,4,북서향,2,1,Not Available,,0,U93ap2F8Z1,Platform C,2025,1,10,Friday,183,Real Listing
TRAIN_1274,On-site Confirmation,75500000,320000,24.01,,10,남서향,2,1,Available,8,20,r82ax9M3U3,Platform B,2024,6,26,Wednesday,381,Fake Listing
TRAIN_1275,On-site Confirmation,194500000,150000,,5,6,East,2,1,Available,3,7,P88lE8L8Y1,Platform A,2024,9,15,Sunday,300,Real Listing
TRAIN_1276,서류확인,17000000,560000,17.5,14,14,Southeast,1,1,Available,104,2,J00Mu6V1D3,Platform A,2024,9,19,Thursday,296,Real Listing
TRAIN_1277,Phone Confirmation,100500000,270000,,,5,South,2,1,Not Available,,5,h32je0U3R6,Platform B,2024,10,4,Friday,281,Real Listing
TRAIN_1278,On-site Confirmation,97000000,130000,26.09,4,17,Southeast,1,1,Not Available,37,5,G52Iz8V2B9,Platform A,2024,9,24,Tuesday,291,Real Listing
TRAIN_1279,On-site Confirmation,366500000,290000,17.5,7,9,North,1,1,Available,8,3,A67he0U8R6,Platform A,2024,2,24,Saturday,504,Real Listing
TRAIN_1280,On-site Confirmation,339500000,310000,22.75,9,9,West,1,1,Not Available,17,0,G52Iz8V2B9,Platform E,2025,1,8,Wednesday,185,Real Listing
TRAIN_1281,서류확인,26000000,340000,30.63,9,16,South,1,1,Available,20,0,G52Iz8V2B9,Platform B,2024,3,7,Thursday,492,Real Listing
TRAIN_1282,On-site Confirmation,182500000,720000,,4,4,남서향,1,1,Available,,15,w37Qk3B9D2,Platform B,2024,10,26,Saturday,259,Real Listing
TRAIN_1283,On-site Confirmation,194500000,570000,24.79,2,4,Southeast,1,1,Not Available,38,1,G52Iz8V2B9,Platform A,2025,3,1,Saturday,133,Real Listing
TRAIN_1284,On-site Confirmation,111500000,500000,,2,3,North,2,1,Not Available,,0,v39SF6T6S7,Platform A,2024,11,25,Monday,229,Real Listing
TRAIN_1285,On-site Confirmation,84000000,290000,17.5,3,5,South,1,1,Not Available,1,5,M90Ph8W9V3,Platform B,2024,12,23,Monday,201,Real Listing
TRAIN_1286,On-site Confirmation,388000000,430000,22.8,3,14,East,1,1,Not Available,16,9,G52Iz8V2B9,Platform C,2024,5,15,Wednesday,423,Real Listing
TRAIN_1287,서류확인,78000000,410000,,5,6,South,2,1,Available,4,0,S06Ox3K4D9,Platform A,2024,4,4,Thursday,464,Fake Listing
TRAIN_1288,On-site Confirmation,98500000,230000,18.87,9,16,East,1,1,Available,54,10,z40LO7P9C9,F플랫폼,2024,9,27,Friday,288,Real Listing
TRAIN_1289,On-site Confirmation,105000000,610000,17.5,11,13,Southeast,1,1,Not Available,14,5,G52Iz8V2B9,Platform B,2023,10,8,Sunday,643,Real Listing
TRAIN_1290,Phone Confirmation,6000000,740000,34.52,15,19,East,1,1,Available,41,0,G52Iz8V2B9,Platform B,2025,1,12,Sunday,181,Real Listing
TRAIN_1291,On-site Confirmation,19500000,710000,18.24,,4,Southeast,1,1,Available,2,3,D47oH9N4M3,Platform B,2024,12,6,Friday,218,Real Listing
TRAIN_1292,On-site Confirmation,9500000,460000,28.59,18,19,East,1,1,Available,45,4,G52Iz8V2B9,Platform C,2024,6,4,Tuesday,403,Real Listing
TRAIN_1293,On-site Confirmation,370000000,700000,,3,5,남서향,2,1,Available,1,6,K38kY2R6G0,Platform B,2024,10,4,Friday,281,Real Listing
TRAIN_1294,Phone Confirmation,139000000,420000,,3,5,East,2,1,Available,3,0,S69fV9Z3J7,Platform C,2024,10,27,Sunday,258,Real Listing
TRAIN_1295,On-site Confirmation,105500000,480000,,4,4,East,1,1,Not Available,,0,d22DX4Y4P8,Platform B,2024,10,13,Sunday,272,Real Listing
TRAIN_1296,On-site Confirmation,328000000,490000,43.12,6,14,남서향,1,1,Not Available,16,3,G52Iz8V2B9,Platform A,2024,3,13,Wednesday,486,Real Listing
TRAIN_1297,Phone Confirmation,69000000,380000,,2,3,South,1,1,Not Available,,0,r16Dr6Z7C3,G플랫폼,2024,10,5,Saturday,280,Real Listing
TRAIN_1298,Phone Confirmation,184500000,570000,30.4,11,11,South,1,1,Available,24,1,G52Iz8V2B9,Platform B,2025,1,23,Thursday,170,Real Listing
TRAIN_1299,서류확인,76500000,500000,,4,6,West,2,1,Available,5,2,q17rh7U2Q9,Platform A,2024,10,5,Saturday,280,Real Listing
TRAIN_1300,On-site Confirmation,140500000,710000,,5,6,West,1,1,Not Available,,14,S12iP7V0Q9,Platform A,2023,6,23,Friday,750,Fake Listing
TRAIN_1301,On-site Confirmation,10500000,480000,,4,5,West,1,1,Not Available,,0,z81HE4G4N5,Platform E,2024,8,24,Saturday,322,Real Listing
TRAIN_1302,On-site Confirmation,119000000,100000,17.5,6,17,South,2,1,Available,99,0,z40LO7P9C9,F플랫폼,2024,10,31,Thursday,254,Real Listing
TRAIN_1303,On-site Confirmation,101500000,280000,,6,7,South,1,1,Available,10,0,V46Oz6Z1G6,Platform B,2024,10,17,Thursday,268,Real Listing
TRAIN_1304,서류확인,13500000,430000,17.5,8,9,북서향,1,1,Available,4,20,J52gJ2E4T6,Platform C,2024,11,7,Thursday,247,Real Listing
TRAIN_1305,On-site Confirmation,18000000,0,17.5,,17,Southeast,1,1,Available,99,0,y86qM5T6T6,Platform A,2024,5,16,Thursday,422,Fake Listing
TRAIN_1306,Phone Confirmation,115000000,750000,,2,4,South,2,1,Available,1,0,y70Or6U6A8,Platform D,2024,11,30,Saturday,224,Real Listing
TRAIN_1307,On-site Confirmation,196000000,90000,30.87,2,11,West,1,1,Not Available,15,12,G52Iz8V2B9,Platform A,2023,10,29,Sunday,622,Real Listing
TRAIN_1308,On-site Confirmation,159000000,240000,,2,4,East,2,1,Not Available,,0,b03oE4G3F6,Platform A,2024,9,3,Tuesday,312,Real Listing
TRAIN_1309,On-site Confirmation,12500000,450000,31.09,7,9,East,1,1,Available,38,6,G52Iz8V2B9,Platform A,2025,2,16,Sunday,146,Real Listing
TRAIN_1310,On-site Confirmation,102500000,130000,31.4,4,10,East,1,1,Not Available,4,11,G52Iz8V2B9,Platform B,2024,3,1,Friday,498,Real Listing
TRAIN_1311,On-site Confirmation,89000000,440000,18.9,5,6,남서향,1,1,Not Available,,7,t30Ne9Y5A6,Platform B,2024,9,18,Wednesday,297,Real Listing
TRAIN_1312,Phone Confirmation,187500000,110000,45.14,12,13,East,1,1,Not Available,50,10,G52Iz8V2B9,Platform A,2024,4,5,Friday,463,Real Listing
TRAIN_1313,On-site Confirmation,354500000,440000,,4,8,남서향,1,1,Available,3,11,w94Qb4G0K5,Platform A,2024,9,12,Thursday,303,Real Listing
TRAIN_1314,On-site Confirmation,15000000,110000,,3,4,East,1,1,Available,2,13,T96lA6S7X2,Platform E,2025,1,17,Friday,176,Real Listing
TRAIN_1315,On-site Confirmation,146000000,100000,29.7,5,6,South,2,1,Available,,1,f28iD1U4F3,Platform B,2024,10,8,Tuesday,277,Real Listing
TRAIN_1316,On-site Confirmation,184000000,490000,34.64,1,4,West,1,1,Available,18,11,G52Iz8V2B9,Platform A,2023,12,13,Wednesday,577,Real Listing
TRAIN_1317,On-site Confirmation,109000000,390000,,2,4,West,2,1,Not Available,2,10,L25uD9A1R8,Platform A,2023,8,12,Saturday,700,Fake Listing
TRAIN_1318,On-site Confirmation,112000000,390000,,3,9,West,1,1,Available,13,0,K25cF2K7X6,Platform E,2024,10,29,Tuesday,256,Real Listing
TRAIN_1319,서류확인,118000000,300000,39.15,14,17,Southeast,1,1,Not Available,43,9,G52Iz8V2B9,Platform A,2024,12,7,Saturday,217,Real Listing
TRAIN_1320,On-site Confirmation,148500000,270000,,6,6,West,1,1,Not Available,,4,q39iV5J4E6,Platform B,2024,7,1,Monday,376,Real Listing
TRAIN_1321,On-site Confirmation,354500000,110000,,5,6,Southeast,1,1,Not Available,,0,z54Fl0B2P9,Platform A,2024,6,1,Saturday,406,Fake Listing
TRAIN_1322,On-site Confirmation,142500000,200000,40.31,4,6,South,2,1,Available,26,0,r82ax9M3U3,Platform B,2024,9,11,Wednesday,304,Real Listing
TRAIN_1323,Phone Confirmation,185500000,100000,29.7,5,5,Southeast,1,1,Not Available,,0,U93ap2F8Z1,Platform C,2024,4,7,Sunday,461,Fake Listing
TRAIN_1324,On-site Confirmation,109500000,440000,25.56,7,10,East,2,1,Available,32,7,Q27Pd1N0R1,Platform E,2024,8,6,Tuesday,340,Real Listing
TRAIN_1325,Phone Confirmation,150500000,300000,21.49,4,7,West,2,2,Not Available,38,18,G52Iz8V2B9,F플랫폼,2023,9,29,Friday,652,Real Listing
TRAIN_1326,On-site Confirmation,25000000,690000,26.57,8,15,South,1,1,Available,18,10,G52Iz8V2B9,Platform E,2023,11,6,Monday,614,Real Listing
TRAIN_1327,On-site Confirmation,97500000,250000,,2,3,Southeast,1,1,Not Available,,0,w85cb3W8U9,Platform A,2024,10,12,Saturday,273,Real Listing
TRAIN_1328,On-site Confirmation,185500000,650000,25.25,5,10,West,1,1,Not Available,35,3,G52Iz8V2B9,Platform A,2024,9,7,Saturday,308,Real Listing
TRAIN_1329,On-site Confirmation,338000000,360000,40.31,3,6,South,2,1,Available,26,0,r82ax9M3U3,Platform B,2024,10,12,Saturday,273,Real Listing
TRAIN_1330,On-site Confirmation,341000000,650000,29.56,4,6,South,1,1,Available,18,3,G52Iz8V2B9,Platform A,2023,11,23,Thursday,597,Real Listing
TRAIN_1331,서류확인,164500000,660000,,2,4,East,2,1,Not Available,,0,P56Nw1A8S1,Platform A,2025,1,1,Wednesday,192,Real Listing
TRAIN_1332,On-site Confirmation,179000000,190000,22.2,4,8,남서향,1,1,Available,3,8,O47hX9Z3L9,Platform A,2024,12,16,Monday,208,Real Listing
TRAIN_1333,On-site Confirmation,370500000,460000,19.1,6,9,South,1,1,Not Available,4,17,r16Dr6Z7C3,Platform A,2024,7,6,Saturday,371,Fake Listing
TRAIN_1334,On-site Confirmation,23000000,630000,33.96,10,18,Southeast,1,1,Available,24,8,G52Iz8V2B9,F플랫폼,2024,1,28,Sunday,531,Real Listing
TRAIN_1335,Phone Confirmation,93000000,190000,,2,3,South,1,1,Not Available,,9,b87Td0W4Y3,Platform C,2024,8,2,Friday,344,Real Listing
TRAIN_1336,On-site Confirmation,15500000,360000,36.84,20,21,남서향,1,1,Not Available,45,3,G52Iz8V2B9,Platform A,2024,11,14,Thursday,240,Real Listing
TRAIN_1337,On-site Confirmation,94000000,550000,29.92,4,7,North,2,1,Available,6,5,K86UF7I0P3,Platform C,2024,3,4,Monday,495,Fake Listing
TRAIN_1338,On-site Confirmation,142500000,650000,31.84,2,3,South,1,1,Available,18,5,G52Iz8V2B9,Platform A,2024,7,21,Sunday,356,Real Listing
TRAIN_1339,Phone Confirmation,372500000,560000,49.5,3,4,북동향,2,1,Available,4,0,b76Je6D1W4,Platform B,2024,10,17,Thursday,268,Real Listing
TRAIN_1340,Phone Confirmation,29500000,190000,33.3,7,7,South,1,1,Available,49,3,G52Iz8V2B9,Platform A,2023,11,17,Friday,603,Real Listing
TRAIN_1341,On-site Confirmation,325000000,700000,,2,4,북서향,2,1,Not Available,,0,U93ap2F8Z1,Platform C,2024,9,10,Tuesday,305,Fake Listing
TRAIN_1342,On-site Confirmation,80000000,580000,18.24,,4,Southeast,1,1,Available,2,10,D47oH9N4M3,Platform B,2024,12,17,Tuesday,207,Real Listing
TRAIN_1343,서류확인,325000000,390000,17.5,5,6,남서향,1,1,Not Available,,8,t30Ne9Y5A6,Platform B,2024,10,2,Wednesday,283,Real Listing
TRAIN_1344,On-site Confirmation,6500000,100000,,3,7,South,1,1,Not Available,,0,c44yg1K7W7,Platform A,2024,10,5,Saturday,280,Real Listing
TRAIN_1345,On-site Confirmation,9500000,540000,19.91,1,7,East,1,1,Not Available,34,5,G52Iz8V2B9,Platform E,2024,6,19,Wednesday,388,Real Listing
TRAIN_1346,On-site Confirmation,76000000,700000,24.46,9,18,South,1,1,Not Available,21,5,G52Iz8V2B9,Platform A,2024,8,5,Monday,341,Real Listing
TRAIN_1347,On-site Confirmation,191500000,660000,29.89,4,6,Southeast,2,1,Available,8,0,o80Xg3Q1Q7,Platform B,2024,12,20,Friday,204,Real Listing
TRAIN_1348,On-site Confirmation,344500000,50000,,3,8,North,1,1,Available,6,5,Q27Pd1N0R1,Platform E,2024,10,24,Thursday,261,Real Listing
TRAIN_1349,Phone Confirmation,160500000,110000,42.32,4,14,East,1,1,Available,7,0,G52Iz8V2B9,Platform D,2024,1,23,Tuesday,536,Real Listing
TRAIN_1350,On-site Confirmation,16500000,220000,,2,6,North,1,1,Not Available,,10,w37Qk3B9D2,Platform B,2023,11,30,Thursday,590,Fake Listing
TRAIN_1351,On-site Confirmation,152000000,330000,20.15,16,18,East,1,1,Not Available,34,5,G52Iz8V2B9,Platform A,2024,10,6,Sunday,279,Real Listing
TRAIN_1352,On-site Confirmation,166000000,500000,27.16,5,8,South,1,1,Not Available,15,20,G52Iz8V2B9,Platform A,2023,11,9,Thursday,611,Real Listing
TRAIN_1353,On-site Confirmation,161500000,660000,25.18,2,4,West,2,2,Not Available,15,6,G52Iz8V2B9,Platform A,2024,6,16,Sunday,391,Real Listing
TRAIN_1354,Phone Confirmation,7000000,50000,36.84,3,3,South,2,1,Not Available,,0,a15xR3G4V0,Platform A,2024,3,29,Friday,470,Fake Listing
TRAIN_1355,Phone Confirmation,27500000,450000,39.67,5,6,East,2,1,Available,5,6,x81dK5X8Z0,Platform B,2025,2,7,Friday,155,Real Listing
TRAIN_1356,Phone Confirmation,28000000,410000,26.16,1,3,Southeast,1,1,Not Available,44,0,G52Iz8V2B9,Platform B,2023,9,16,Saturday,665,Real Listing
TRAIN_1357,On-site Confirmation,14500000,390000,,3,4,남서향,2,1,Available,2,10,w94Qb4G0K5,Platform A,2024,10,1,Tuesday,284,Real Listing
TRAIN_1358,Phone Confirmation,383500000,150000,21.49,2,5,North,1,1,Available,7,20,U23Rp8G8B9,Platform A,2025,1,23,Thursday,170,Real Listing
TRAIN_1359,On-site Confirmation,80000000,140000,22.7,3,8,북동향,1,1,Available,4,7,Z81Jv8Z5G2,H플랫폼,2024,10,27,Sunday,258,Real Listing
TRAIN_1360,On-site Confirmation,168500000,570000,21.82,16,20,East,1,1,Available,37,8,G52Iz8V2B9,Platform B,2025,2,4,Tuesday,158,Real Listing
TRAIN_1361,서류확인,78000000,290000,,2,3,East,2,1,Not Available,,0,Q27Pd1N0R1,Platform E,2024,11,20,Wednesday,234,Real Listing
TRAIN_1362,On-site Confirmation,123500000,130000,37.96,6,21,North,1,1,Available,43,12,G52Iz8V2B9,Platform A,2024,1,7,Sunday,552,Real Listing
TRAIN_1363,On-site Confirmation,100500000,280000,,5,6,East,1,1,Not Available,,3,b87Td0W4Y3,Platform C,2024,12,1,Sunday,223,Real Listing
TRAIN_1364,On-site Confirmation,340500000,660000,37.85,4,9,East,2,1,Available,3,10,K25cF2K7X6,Platform E,2024,2,16,Friday,512,Fake Listing
TRAIN_1365,On-site Confirmation,106000000,330000,18.99,4,19,남서향,2,1,Not Available,8,1,G52Iz8V2B9,Platform C,2024,4,12,Friday,456,Real Listing
TRAIN_1366,On-site Confirmation,83000000,740000,19.68,4,6,북동향,1,1,Available,8,2,B44YF9W3O5,Platform A,2024,9,14,Saturday,301,Real Listing
TRAIN_1367,서류확인,101500000,480000,,2,4,West,1,1,Not Available,2,4,p28Vr1C9X8,Platform C,2023,11,14,Tuesday,606,Real Listing
TRAIN_1368,서류확인,369000000,500000,,3,4,South,2,1,Available,2,0,x25Ws7X2V4,Platform A,2024,7,31,Wednesday,346,Real Listing
TRAIN_1369,서류확인,366500000,440000,,3,4,South,2,1,Available,1,9,v74Dp7J6W4,G플랫폼,2025,1,26,Sunday,167,Real Listing
TRAIN_1370,서류확인,21000000,90000,40.89,6,6,East,1,1,Available,11,9,R20Vy9K9I8,Platform C,2024,10,10,Thursday,275,Real Listing
TRAIN_1371,On-site Confirmation,361500000,170000,,4,5,East,2,1,Available,5,9,b03oE4G3F6,Platform A,2024,10,24,Thursday,261,Real Listing
TRAIN_1372,서류확인,93000000,600000,35.39,,7,West,2,1,Available,4,0,r16Dr6Z7C3,Platform A,2024,5,2,Thursday,436,Fake Listing
TRAIN_1373,서류확인,146000000,410000,21.81,2,17,East,1,1,Not Available,30,3,G52Iz8V2B9,Platform B,2024,3,14,Thursday,485,Real Listing
TRAIN_1374,서류확인,175500000,620000,,3,7,North,1,1,Not Available,,7,o80Xg3Q1Q7,Platform A,2023,12,13,Wednesday,577,Real Listing
TRAIN_1375,On-site Confirmation,15500000,510000,23.14,2,3,East,1,1,Available,1,2,a15xR3G4V0,Platform A,2024,9,16,Monday,299,Real Listing
TRAIN_1376,On-site Confirmation,356500000,220000,,3,4,South,1,1,Available,2,5,w94Qb4G0K5,Platform B,2024,11,21,Thursday,233,Real Listing
TRAIN_1377,서류확인,161500000,380000,19.83,3,4,West,1,1,Not Available,,8,K25cF2K7X6,Platform B,2024,9,28,Saturday,287,Real Listing
TRAIN_1378,서류확인,107000000,260000,,3,3,South,1,1,Available,1,0,W02qh9Z4E0,Platform E,2024,10,4,Friday,281,Real Listing
TRAIN_1379,On-site Confirmation,347500000,480000,,4,6,South,2,1,Available,4,7,j96GJ1G2T3,Platform D,2024,10,2,Wednesday,283,Real Listing
TRAIN_1380,서류확인,136500000,640000,19.83,7,7,남서향,1,1,Available,3,5,y83fz3N4Q6,Platform B,2024,10,23,Wednesday,262,Real Listing
TRAIN_1381,On-site Confirmation,112000000,140000,24.62,3,9,남서향,1,1,Available,10,0,r82ax9M3U3,Platform B,2024,10,1,Tuesday,284,Real Listing
TRAIN_1382,On-site Confirmation,191500000,160000,17.5,,16,South,1,1,Not Available,,9,Q42YF3Y0I2,Platform A,2024,9,14,Saturday,301,Real Listing
TRAIN_1383,Phone Confirmation,339500000,580000,19.29,4,14,South,1,1,Available,2,4,G52Iz8V2B9,Platform A,2023,12,24,Sunday,566,Real Listing
TRAIN_1384,On-site Confirmation,170500000,170000,,,4,East,2,1,Not Available,,0,A40fe5W3A7,Platform D,2024,3,14,Thursday,485,Fake Listing
TRAIN_1385,On-site Confirmation,173500000,80000,,3,6,East,1,1,Not Available,1,12,r16Dr6Z7C3,G플랫폼,2024,5,30,Thursday,408,Fake Listing
TRAIN_1386,On-site Confirmation,373000000,100000,38.59,3,6,Southeast,2,1,Available,4,9,n74bA7B3O7,G플랫폼,2024,10,21,Monday,264,Real Listing
TRAIN_1387,Phone Confirmation,136500000,680000,,2,3,South,2,1,Not Available,,0,M02bn7Y4P0,Platform A,2024,12,31,Tuesday,193,Real Listing
TRAIN_1388,서류확인,336500000,740000,34.45,6,6,East,1,1,Available,,0,r96CF3I0N9,Platform B,2024,11,1,Friday,253,Real Listing
TRAIN_1389,서류확인,406500000,450000,46.35,5,6,South,2,1,Available,26,0,r82ax9M3U3,Platform B,2024,4,8,Monday,460,Fake Listing
TRAIN_1390,On-site Confirmation,188000000,290000,,5,6,Southeast,2,1,Not Available,,0,H90uE4C0W5,Platform A,2024,12,13,Friday,211,Real Listing
TRAIN_1391,Phone Confirmation,127000000,620000,19.83,4,4,South,1,1,Not Available,,0,f28iD1U4F3,Platform B,2024,11,11,Monday,243,Real Listing
TRAIN_1392,Phone Confirmation,177000000,160000,34.77,16,18,북서향,1,1,Available,38,5,G52Iz8V2B9,Platform A,2024,11,26,Tuesday,228,Real Listing
TRAIN_1393,On-site Confirmation,9500000,650000,,3,5,West,2,1,Available,5,7,Y66qe5V3I9,Platform A,2024,12,19,Thursday,205,Real Listing
TRAIN_1394,On-site Confirmation,174500000,550000,,2,4,West,1,1,Not Available,1,18,M02bn7Y4P0,Platform D,2023,8,31,Thursday,681,Fake Listing
TRAIN_1395,On-site Confirmation,9500000,670000,43.54,3,7,South,2,1,Available,1,14,k52HR5N1Z1,Platform C,2024,11,17,Sunday,237,Real Listing
TRAIN_1396,On-site Confirmation,160500000,630000,36.08,11,11,북동향,1,1,Available,49,7,G52Iz8V2B9,Platform B,2023,12,24,Sunday,566,Real Listing
TRAIN_1397,서류확인,114000000,180000,,5,6,South,2,1,Available,5,3,O47hX9Z3L9,Platform A,2024,12,17,Tuesday,207,Real Listing
TRAIN_1398,Phone Confirmation,12000000,160000,17.5,5,19,East,2,2,Not Available,11,0,G52Iz8V2B9,Platform B,2024,10,12,Saturday,273,Real Listing
TRAIN_1399,서류확인,347500000,110000,30.8,2,6,Southeast,1,1,Available,3,0,G95MY2L8J8,F플랫폼,2024,12,8,Sunday,216,Real Listing
TRAIN_1400,On-site Confirmation,18500000,340000,17.5,4,11,Southeast,1,1,Available,44,5,G52Iz8V2B9,Platform C,2024,5,17,Friday,421,Real Listing
TRAIN_1401,서류확인,149000000,490000,29.59,2,2,West,1,1,Available,28,7,G52Iz8V2B9,Platform A,2024,10,31,Thursday,254,Real Listing
TRAIN_1402,On-site Confirmation,109500000,620000,31.33,17,20,South,1,1,Not Available,16,3,G52Iz8V2B9,Platform D,2024,5,25,Saturday,413,Real Listing
TRAIN_1403,On-site Confirmation,28500000,480000,,3,7,West,1,1,Available,4,0,S06Ox3K4D9,Platform A,2024,10,7,Monday,278,Real Listing
TRAIN_1404,On-site Confirmation,399500000,710000,23.1,3,4,Southeast,1,1,Not Available,1,6,K86UF7I0P3,Platform C,2024,9,29,Sunday,286,Real Listing
TRAIN_1405,On-site Confirmation,20500000,750000,18.4,2,6,East,1,1,Available,,7,R44Eh5U8D6,Platform B,2024,11,20,Wednesday,234,Real Listing
TRAIN_1406,On-site Confirmation,26000000,260000,19.81,8,8,East,1,1,Available,5,9,l65Og9F4U1,Platform D,2024,10,21,Monday,264,Real Listing
TRAIN_1407,On-site Confirmation,31500000,580000,27.33,5,6,South,1,1,Not Available,29,1,G52Iz8V2B9,Platform B,2024,8,1,Thursday,345,Real Listing
TRAIN_1408,On-site Confirmation,408500000,460000,33.7,4,6,East,2,1,Not Available,34,5,G52Iz8V2B9,Platform D,2023,12,17,Sunday,573,Real Listing
TRAIN_1409,On-site Confirmation,140000000,740000,24.01,,10,남서향,2,1,Available,8,6,r82ax9M3U3,Platform B,2024,9,11,Wednesday,304,Real Listing
TRAIN_1410,Phone Confirmation,397500000,10000,28.87,9,19,북서향,2,2,Not Available,34,0,G52Iz8V2B9,Platform A,2024,9,23,Monday,292,Real Listing
TRAIN_1411,On-site Confirmation,367500000,170000,,5,5,South,1,1,Available,,7,f28iD1U4F3,Platform B,2024,7,11,Thursday,366,Real Listing
